mean_1_point,mean_2_point,vars_1_point,vars_2_point,prsn_point,sprm_point
0.168,0.05,3.489576000000466,0.2943000000000465,0.8803027887006275,0.3725711979335074
0.0782,0.0568,0.40868475999996,0.2095737600000042,0.3210496486566352,0.3666432057234667
2.0322,0.247,18.33036316000075,1.4191909999996284,0.3356873602675928,0.3827908387166035
0.0744,0.0521,0.6124646400000577,0.1667855899999675,0.3010665807768014,0.35049570301110994
0.0331,0.0652,0.09080438999999374,0.18834896000004178,0.08519683097306402,0.04337707754150434
1.5026,0.9955,77.89739324001462,55.50847975000538,0.8155005275828764,0.4523045825421397
9.5226,6.9945,643.3040892400207,331.6962697499685,0.9434626132162156,0.7354842475540372
0.0115,9.5226,0.01796774999999911,643.3040892400207,0.12729821491327398,0.047196617985637956
6.9945,9.1523,331.6962697499685,631.3219047099761,0.9502336508421705,0.7411852432258056
0.0959,0.2071,2.358703190000027,4.327809590000391,0.30574004108274055,0.3900388452069797
0.0641,0.0305,0.22519119000000695,0.07456975000000805,0.5127491362495905,0.33290146591484443
0.0543,0.1173,0.5497515099999533,0.3545407100000371,0.10834020402704264,0.0738816407809141
0.1751,0.0903,7.2074399900004265,0.4441459100000464,0.5997105708892325,0.0934915512409879
3.4457,0.1947,96.48905151001141,0.7199919100001443,0.37445017015213566,0.23049532411806967
1.0926,10.9934,25.860825240001226,692.7507564399398,0.20678643585528111,0.15010103600852237
0.0458,0.0551,0.12350236000000803,0.30226398999996545,0.5014033689102062,0.4169204321944018
0.4919,0.6813,3.7379343899999737,4.876930309999781,0.3447306576061165,0.44353010759422523
0.4202,0.2737,4.351231959999482,1.8667883100003673,0.19957183946481075,0.11451783612160163
0.7047,1.7345,6.833697910001294,22.759409750001574,0.29054915876539045,0.5350519237247783
0.2697,1.6657,0.8199619099998746,24.07274351000209,0.34762998617830404,0.3555814072420698
8.7932,10.9934,629.0640337600494,692.7507564399398,0.7909279478868643,0.7667146771996741
0.2869,0.3004,3.8221883900000546,4.941759840000949,0.814693287296951,0.6225741488709617
0.2552,0.0551,7.877672959998611,0.30226398999996545,0.730829754091389,0.5221587260865272
2.2053,1.6899,18.7639519100011,15.20413799000076,0.7076018097857533,0.7855917438143631
0.7396,0.5791,3.611391839999841,2.291343189999605,0.36629722664891573,0.3280243340748575
3.2814,9.1523,74.64921403999557,631.3219047099761,0.8898536552157104,0.7246099737499629
0.047,0.0039,2.1599909999992093,0.0128847899999993,0.9004375008281253,0.1767968026051809
0.0105,0.0204,0.03278974999999634,0.04618383999998999,0.21806136135843035,0.08410488418033625
6.9945,9.2315,331.6962697499685,807.6313077500386,0.9209211198093205,0.752514042270031
0.2552,0.0369,7.877672959998611,0.1617383900000037,0.7575351720731056,0.535942819020016
