,training_time,elbo_train,reconstruction_loss_train,kl_local_train,elbo_validation,reconstruction_loss_validation,kl_local_validation,mean_1_lb,mean_1_ub,mean_2_lb,mean_2_ub,mean_1_point,mean_2_point,vars_1_lb,vars_1_ub,vars_2_lb,vars_2_ub,vars_1_point,vars_2_point,prsn_lb,prsn_ub,prsn_point,sprm_lb,sprm_ub,sprm_point
0,148.9580864906311,1.4064406156539917,1.323844075202942,0.0825965851545333,1.3686524629592896,1.2871252298355105,0.0815272852778434,0.1680474985390901,0.1828049950301647,0.0457949985750019,0.052857500500977,0.1750600039958953,0.0493029989302158,2.991579753160477,4.0491985321044925,0.1678439065814018,0.3094413846731186,3.500486135482788,0.2416795194149017,0.8220948457717896,0.9062429010868072,0.8682214945554734,0.1965711266837383,0.2541495770672773,0.2253474251878019
1,165.77729725837708,1.347037672996521,1.242867112159729,0.1041705831885337,1.32001531124115,1.2402245998382568,0.0797907635569572,0.0763900006189942,0.0889049999415874,0.0529899993911385,0.0625674990005791,0.0824519917368888,0.0572519972920417,0.3112006634473801,0.4656252562999725,0.1349516995251178,0.2217827718704938,0.3885296285152435,0.1716879308223724,0.2882290989160538,0.4386382266879081,0.3543821972608566,0.2217713030532468,0.2886669899644064,0.2529533344930647
2,201.1375632286072,2.814213275909424,2.3017680644989014,0.5124450922012329,2.7726051807403564,2.2833657264709477,0.4892394542694092,1.988540017604828,2.0515999794006348,0.2439399968832731,0.2668050013482571,2.020272970199585,0.2564130127429962,16.177039241790773,17.522663497924803,1.0308277785778046,1.3660878926515578,16.753116607666016,1.192057967185974,0.33926852196455,0.3936205886304378,0.3705341726541519,0.3995277333106984,0.4255911527274003,0.4128750799891301
3,148.08334755897522,1.2942955493927002,1.2050920724868774,0.0892035067081451,1.3280680179595947,1.2342393398284912,0.0938286632299423,0.0696424981579184,0.0807524995878338,0.0491424993611872,0.0580524992197752,0.0756349936127662,0.0533810034394264,0.4494637012481689,0.6777665778994558,0.1210818039253354,0.1849787354469299,0.5596792697906494,0.1505603492259979,0.2707789756357669,0.4078845292329787,0.342691583931446,0.2229167793949928,0.2994877847286986,0.2637192285535805
4,148.95807576179504,1.333187460899353,1.2638598680496216,0.0693276226520538,1.2982988357543943,1.236663818359375,0.0616349652409553,0.0293475004378706,0.0371200003661215,0.0603949998505413,0.0725050015375018,0.0329499989748001,0.0664660036563873,0.0505588225089013,0.0959294442087411,0.1131548570469021,0.2077597606927156,0.0715621262788772,0.1512088179588318,0.0512786352075636,0.1677975989878176,0.1040675209462642,0.0349453390113117,0.0956095894238326,0.0648894003794736
5,149.7595281600952,2.8775665760040283,2.5003058910369877,0.3772606253623962,2.874063491821289,2.493886709213257,0.3801766633987427,1.489377537369728,1.5530449748039246,0.983370016515255,1.0231199592351914,1.5238789319992063,1.0028599500656128,66.83195495605469,79.35935554504394,48.52107267379761,58.53887186050415,72.76210021972656,53.367069244384766,0.886490461230278,0.9242248237133026,0.906405724287033,0.4685384465012467,0.4954437723410969,0.4824463712452826
6,162.94916033744812,4.759138107299805,4.159542083740234,0.5995961427688599,4.667039394378662,4.097920894622803,0.5691185593605042,9.657527351379397,9.765149998664857,6.792347347736358,6.909979951381684,9.71341037750244,6.85047721862793,640.2163665771484,664.2089950561523,304.475569152832,323.1005554199219,652.347412109375,314.76531982421875,0.9579733818769456,0.9657035768032074,0.9614036399126052,0.7279849839754426,0.7442557462025259,0.7362800990676651
7,165.43665647506714,3.193596601486206,2.7152624130249023,0.4783342480659485,3.168485641479492,2.6860930919647217,0.4823924899101257,0.0083950001513585,0.012699999846518,9.523375105857848,9.645399904251098,0.0106560001149773,9.588371276855469,0.0084290633676573,0.0127402225974947,626.5154815673828,648.7820449829102,0.0107950484380126,638.4181518554688,0.0523927488364279,0.1234743209555744,0.0837849238142371,0.054469462334911,0.097851349966805,0.0747113848285667
8,144.7312457561493,4.614614009857178,4.07638692855835,0.5382269620895386,4.6970744132995605,4.107635974884033,0.5894384980201721,6.991737532615661,7.094184994697571,9.15814769268036,9.276347398757936,7.044121742248535,9.2174711227417,318.05228424072266,333.61871643066405,612.5413787841796,636.5983413696289,326.4342041015625,622.7027587890625,0.9763682693243028,0.9800620287656784,0.9784309130907058,0.7411223166334424,0.7565931788301814,0.7489962636803231
9,142.70969033241272,1.3873382806777954,1.247874736785889,0.1394635736942291,1.3562716245651243,1.2359758615493774,0.1202957928180694,0.0845325008034706,0.0960525017231702,0.2182949997484684,0.2386525016278028,0.0904969871044159,0.2289159893989563,1.5912818849086765,2.3135750472545618,4.2410349488258365,5.340603518486023,1.9559147357940676,4.768064022064209,0.2803523987531662,0.376865567266941,0.334579399228096,0.3110651165035694,0.3810845892248548,0.3454195153467496
